tier,name,city,glow_score,review_count
2,"BIOMEDEX AND WELLNESS",Wellington,5,79
2,"Aluna Medical",Jacksonville,5,78
2,"Enlightened Medical",Davie,5,77
2,"Lesly Sol Beauty Spa",Pinecrest,5,77
2,"New Image Med Spa",Phoenix,5,76
2,"H2 Wellness & MedSpa",Fort Worth,5,76
2,"Ann Aesthetics Anti-Aging and Wellness",Newport Beach,5,76
2,"Skin Society",Newport Beach,5,76
2,"Regenerative MedSpa of Buckhead",Buckhead,5,76
2,"Dr. Elizabeth Fox",Naples,5,76
2,"Pure Health & Hormone Center",Tampa,5,76
2,"Youthful Glow",North Miami,5,76
2,"Pure Health & Hormone Center",Tampa,74,76
2,"Essence of Youth Aesthetics LLC",Wellington,5,76
2,"RENEW Med Spa Plus",Minneapolis,5,76
2,"Gorg! Wellness & Aesthetics",Austin,5,76
2,"Vega Vitality MedSpa & Wellness - Seaport Boston",Boston,5,75
2,"Health Med Spa IV Therapy – Los Angeles",Los Angeles,5,75
2,"Clear Aesthetics & Wellness",Bethesda,5,75
2,"Sculpted Contours MedSpa",Alpharetta,5,75
2,"P31 Studios Hair & Beauty Restoration Clinic",Riviera Beach,5,75
2,"Touch Advanced Aesthetics",Phoenix,5,75
2,"E-Luxe Aesthetics & Wellness",Miami Lakes,5,75
2,"The Retreat Medical Spa",Fort Worth,5,74
2,"Skin Lab",Charlotte,5,74
2,"Hester Pediatric Dentistry",Naples,5,74
2,"SkinCo Naples",Naples,5,74
2,"Diana Medina Skincare and wellness",North Miami,5,74
2,"Botox & Wellness Med Spa",Philadelphia,5,74
2,"Diana Medina Skincare and wellness",North Miami Beach,5,74
2,"Beer Dermatology - Jupiter",Jupiter,5,74
2,"GM Salon",Key Biscayne,5,73
2,"Uptown",Phoenix,5,73
2,"Eco Beauty Med Spa - Miami",Miami,5,73
2,"ICON Dermatology and Aesthetics",Bethesda,5,73
2,"The Luxen Collective",Minneapolis,5,73
2,"Monica Massage & Skin Care Therapy",Coconut Creek,5,73
2,"Equilibrium Lymphatic Therapy",Davie,5,73
2,"Ageless Aesthetics by Sonia",Atlanta,5,73
2,"Theo European Medical Skincare",Naples,5,73
2,"diVINE SPA",Naples,5,73
2,"Skin By Tatum",Miami Beach,4,72
2,"Liv Aesthetics Chicago",Chicago,5,72
2,"Mia Aesthetics Charlotte",Charlotte,5,72
2,"Breathe Medical Aesthetics, LLC",Chandler,5,72
2,"Enhance Biomed Aesthetics",Orlando,5,72
2,"Reset Lab",Miami,5,72
2,"Elevate Medical Spa",Nashville,5,72
2,"Muse Aesthetics Co.",Minneapolis,5,72
2,"Plano Plastic Spa",Plano,5,72
2,"A Center for Alternative Medicine and Spa",Deerfield Beach,4,72
2,"Blue Iris Medical Aesthetics",Parkland,5,72
2,"Yolymbeautyspa",Davie,5,72
2,"Evolve Aesthetics by Dr. Iggy",Orlando,5,72
2,"MEDSPA 33 | Plano",Plano,5,71
2,"JECT",Miami Beach,5,71
2,"The Beez Kneez Skin Care & Acne Clinic",Los Angeles,5,71
2,"Euphoria Aesthetics & Wellness",Parkland,5,71
2,"Heaven Meets Earth Massage Inc",Lake Worth,5,71
2,"Los Feliz Med Spa",Los Angeles,5,70
2,"Uptown Medispa",Chandler,5,70
2,"West Kendall Aesthetic & Laser Center",Kendall,5,70
2,"Uptown Medispa",Tempe,5,70
2,"GoBeyond Aesthetics & Lifestyle Medicine",Jacksonville,5,70
2,"Glam Life Med Spa7",Orlando,5,70
2,"Skin LovER Aesthetics",Plano,5,70
2,"The Atlanta Aesthetician ""Aesthetics of Atlanta",Atlanta,5,69
2,"Skin Spa New York - Miami Beach Medical Spa",Miami Beach,5,69
2,"H Med Spa",Chicago,5,69
2,"beem Light Sauna - Jupiter",Jupiter,5,69
2,"Red Rose Cosmetic and Surgical Arts",North Miami Beach,5,69
2,"SDIM & Spa | San Diego Integrative Medicine & Spa",San Diego,5,68
2,"The Natural Look MedSpa",Nashville,5,68
2,"Eclipse Wellness Center",Lake Worth,5,68
2,"Vie Riche",Alpharetta,5,68
2,"Rejuvaline Medspa at Flamingo",Miami Beach,5,68
2,"Esthetic-Lines by Alexandra",Naples,5,68
2,"Arcadia Skin",Phoenix,5,68
2,"AuraMed Aesthetics",Boca Raton,5,68
2,"Reviva Wellness Center",Orlando,5,67
2,"The Aesthetic Palace | Gabriel A. Gonzalez, BSN, RN",San Diego,5,67
2,"Salons by JC Naples",Naples,5,67
2,"Perfect Body By Yuly",Miami Gardens,5,67
2,"Hydra Prime IV and Wellness",Miami Lakes,5,67
2,"Dr. Nolyris K. Alvarez, DMD",North Miami Beach,5,66
2,"DermaJEM",Cooper City,4,66
2,"Beverly Hills Aesthetic Medics",Beverly Hills,4,66
2,"Museo Medical Aesthetics",San Antonio,5,66
2,"Skin Pharm",Arlington,5,66
2,"Blue Aesthetics",Arlington,5,66
2,"Sol Aesthetics by Anaiz",Chandler,5,66
2,"Lumé Aesthetics",Deerfield Beach,5,66
2,"Permanent Solutions Scalp Micropigmentation",Lake Worth,5,66
2,"Seattle Aesthetics",Seattle,5,66
2,"Muguet Aesthetics",Newport Beach,5,65
2,"Laser by Nicole",Lake Worth,5,65
2,"Good Medical Clinic",Tampa,5,65
2,"Good Medical Clinic",Tampa,66,65
2,"Elegant Laser & Aesthetics Spa + BEAUTY CAFE COOPER CITY",Cooper City,5,65
2,"Skin Beauty Innovation",Margate,5,65
2,"Rio Aesthetic",Margate,5,65
2,"Tyhenna Wellness",Deerfield Beach,5,64
2,"BBY Aesthetics Lip Blush Studio",Tempe,5,64
2,"XIM Aesthetics LLC",Phoenix,5,64
2,"Genesis Dermatology",Jupiter,5,64
2,"Skinship | Atlanta Skincare and Medical Aesthetics",Buckhead,5,64
2,"LIGHT MedSpa",Philadelphia,5,64
2,"The Treatment Skin Boutique Newport Beach",Newport Beach,5,64
2,"Glitz and Glam Aesthetic",Alpharetta,5,64
2,"A Suite Salon",Wellington,5,64
2,"Infinity Beauty Lab Med Spa",Miami,5,64
2,"E Skin",Davie,5,64
2,"Absolute Wellness Spa",Jupiter,5,64
2,"Body Contouring Co. Lincoln",Miami Beach,5,64
2,"DOSE Med Spa",White Plains,5,63
2,"Element MedSpa",Seattle,5,63
2,"SWFL Skin",Estero,5,63
2,"House of Aesthetix",San Diego,5,63
2,"Ageless & Beautiful Medical Spa",San Diego,4,63
2,"ALTHEYA MED SPA",San Antonio,5,63
2,"Mille Aesthetics",Boston,5,63
2,"Revive Aesthetics",Jacksonville,5,63
2,"Best Community Care",Cutler Bay,5,63
2,"iGlō Aesthetics and Wellness Med spa - Miami Lakes",Miami Lakes,5,63
2,"IVolve Med Spa",Jacksonville,5,63
2,"Boca Raton Cosmetic Dermatology",Boca Raton,5,63
2,"Beauty Boutique Salon and Medi Spa",Jupiter,5,63
2,"Aesthetics by Mary",Miami,5,63
2,"KDR MedSpa + Wellness",Boston,5,62
2,"Harrington Aesthetics",Deerfield Beach,5,62
2,"MC Aesthetics",Tampa,90,62
2,"Zia Medical Aesthetics",Miami,5,62
2,"Sulca Aesthetics",Cooper City,5,62
2,"Naylan Montes Wellness Spa",Boca Raton,5,61
2,"First Class Medical Services",Miami Lakes,5,61
2,"Kenzi Medical and Aesthetics Group",Naples,5,61
2,"Perfect Med Spa",Long Island City,5,61
2,"Rejuva Glow Beauty",Bethesda,5,61
2,"Elysian Med Spa & Wellness",Las Vegas,5,61
2,"By Regiane Rosa - Natural Microblading & Fibroblast Skin Tightening",North Miami,5,61
2,"The Retreat Wellness + Aesthetics",Newport Beach,5,61
2,"Purity Medical Spa",Seattle,5,61
2,"The Aesthetics Lounge and Spa Tampa",Tampa,92,61
2,"Your Endless Wellness",Tempe,5,61
2,"Face by Alexandra Francesca",Miami,5,61
2,"Renew Clinical Skincare & Wellness",Jupiter,5,61
2,"Goldfingers Aesthetics Downtown Tampa",Tampa,5,60
2,"Miami Permanent Makeup",Surfside,5,60
2,"Coco Aesthetique",Seattle,5,60
2,"SD Aesthetics & Wellness",San Antonio,5,60
2,"Dallas Pro Aesthetics",Dallas,5,60
2,"SMP Miami Scalp Elite",Miami Lakes,5,60
2,"Glamour Me Medical Spa",Henderson,5,60
2,"Johnson Medical Services",Lake Worth,4,60
2,"Intymallc",Miami,5,60
2,"Hecker Dermatology Group, PA",Tamarac,4,60
2,"Goldfingers Aesthetics Downtown Tampa",Tampa,66,60
2,"Skin Lounge Med Spa",Boca Raton,5,60
2,"The Med Spa",Las Vegas,5,60
2,"ALEXIS LAUREN | Bay Harbor Islands",North Miami,5,60
2,"NuBo Wellness",Cooper City,5,59
2,"Emarie Lucille Med Spas",Deerfield Beach,5,59
2,"ECHO Med",Chandler,5,59
2,"ALTA Medispa",Beverly Hills,5,59
2,"The Preserve Med Spa & Wellness",Fort Worth,5,59
2,"Seen Aesthetics",Boca Raton,5,59
2,"Skin Perfect Medical Aesthetics - West Hollywood",West Hollywood,5,59
2,"Touch Aesthetic",Philadelphia,5,59
2,"Innovative Medical Wellness",North Miami Beach,5,59
2,"Skin Maison Med Spa",Newport Beach,5,58
2,"Lumière Aesthetics & Wellness",Nashville,5,58
2,"Bella Bliss Med Spa",Bethesda,5,58
2,"RxWellness Aesthetics & Anti-Aging - Arlington",Arlington,5,58
2,"Atelier Aesthetics",Miami,5,58
2,"La Clinique Aesthetics",Seattle,5,58
2,"Aqua Restore Wellness",Wellington,5,58
2,"BodyBrite Cooper City Medical Spa",Cooper City,5,58
2,"Joshua Scott Powers, MD",Deerfield Beach,5,58
2,"Luminess Med Spa",Jacksonville,5,57
2,"Life Wellness Med Spa in Miami Lakes",Miami Lakes,5,57
2,"Evergreen Aesthetics",San Francisco,5,57
2,"the L.A.B. med spa Dallas",Dallas,5,57
2,"Diamante Esthetics New York City",Long Island City,5,57
2,"S Glowic MedSpa",Plano,5,57
2,"Atlanta MediSpa & Surgery Center - Buckhead",Buckhead,5,57
2,"Sola Salons Coconut Point",Estero,5,57
2,"Sunshine Glow Spa",Wellington,5,57
2,"The Clinic for Medical Aesthetics",Minneapolis,5,57
2,"White Coat Glam LLC",Miami,5,57
2,"Cristina Beauty Salon",North Miami Beach,4,57
2,"Age Better Miami",North Miami,5,56
2,"Takos Esthetics",North Miami,5,56
2,"Jream Natural Aesthetics",Fort Lauderdale,5,56
2,"TajaDrip",Miami Beach,5,56
2,"Boribana Medical Training",Miami,5,56
2,"CRAVE Medical Spa",Fort Worth,5,56
2,"Skinology Aesthetics",Atlanta,5,56
2,"skin de la mer miami",North Miami,4,56
2,"Spring Mountain Aesthetics",Las Vegas,4,56
2,"Raydiant Brows cosmetic tattoo & skin studio",Lake Worth,5,56
2,"iGlow Med Spa",Beverly Hills,4,56
2,"Seda Beauty Studio",Miami Lakes,5,56
2,"Mellrosemed",Boca Raton,5,56
2,"Kasura Medspa",Tamarac,4,56
2,"Addicted to Skin the Beauty & Aesthetics Studio",Tampa,5,55
2,"Paragon Pretty",Cooper City,5,55
2,"Addicted to Skin the Beauty & Aesthetics Studio",Tampa,67,55
2,"Belfon Health and Aesthetics",Cooper City,5,55
2,"MDW Aesthetics Miami",Miami,5,55
2,"Naples Laser Studio",Naples,5,55
2,"Fabian Andrey Massage Therapy & Body Sculpting",Lake Worth,5,55
2,"Organicas4life",Davie,5,55
2,"Xen Skin Aesthetics",White Plains,5,55
2,"Truffles Aesthetics",Alpharetta,5,55
2,"Health and Wellness Center of Miami",Cutler Bay,5,55
2,"Cenegenics Jacksonville",Jacksonville,5,54
2,"Nova Wellness Center",Coconut Creek,5,54
2,"BeautyFix Miami",Miami,5,54
2,"Alé Aesthetics",Atlanta,5,54
2,"Good Skin Studios",Davie,5,54
2,"Dr. Scheinberg ObGyn - Vaginoplasty & Labiaplasty",Deerfield Beach,5,54
2,"Silk Laser + Aesthetics Centre",Fort Lauderdale,5,54
2,"Ultimate Body Spa",Coconut Creek,4,53
2,"Cherish V- Steam Spa",North Miami Beach,5,53
2,"GVO GLO Aesthetics",Parkland,5,53
2,"West Plano Dry Eye & Aesthetics",Plano,5,53
2,"collagen project Miami - morpheus8 | microneedling",Miami Beach,5,53
2,"Ocean Aesthetics",Santa Monica,5,53
2,"VIVA Medspa",Plano,5,53
2,"Cherish V- Steam Spa",North Miami,5,53
2,"South Florida Face and Body",Miami Beach,5,53
2,"Guzel Nurova Bodywork",Riviera Beach,5,53
2,"Julie Forero, DO",Lake Worth,5,53
2,"Alexis Stephens, DO, FACOD, FAAD",Deerfield Beach,4,53
2,"Fatou Aesthetics + Wellness",Columbus,5,53
2,"Beauty By RN Medical Aesthetics",Phoenix,5,53
2,"Raul Cortes MD FACS",Key Biscayne,5,53
2,"Dermacenter Medical Spa",Philadelphia,5,52
2,"Linz Aesthetics Clinic",Chicago,5,52
2,"Stellar Skin and Laser",Tempe,5,52
4,"Dermatology of Miami- Previously Dr. Kenneth Rosen",Miami Lakes,3,52
2,"The Maxim Clinic - South End",Charlotte,5,52
2,"Studio Esthetique Skin & Laser Center White Plains",White Plains,5,52
2,"Veristic Aesthetics",Henderson,5,52
2,"Spa Renova",Estero,5,52
2,"Flawless Aesthetics",Miami,5,52
2,"Dynamink Health",Miami,5,52
2,"Skinlab Medspa Jupiter",Jupiter,5,52
2,"BLUR Tox Bar",Miami,5,52
2,"A Beauty and Body Salon and Spa",Miami Gardens,5,52
2,"Esthetika MedSpa - By Ageless Las Vegas",Henderson,5,51
2,"REVAMP Wellness Center",Jacksonville,5,51
2,"Aesthetic IQ Clinic",Scottsdale,5,51
2,"Dolce Shine medspa",Tempe,5,51
2,"The Medspa Austin",Austin,5,51
2,"Aviera Esthetics –Skin Care & Anti-Aging | Manhattan NYC",New York City,5,51
2,"Elicea Aesthetics",Henderson,5,51
2,"Lash and Company - Estero",Estero,5,51
2,"Miami Natural Skincare",Miami Beach,5,51
2,"LARA House of Beauty",Lake Worth,5,51
2,"VIP Medical Weight Loss Clinic of Wellington",Wellington,5,51
2,"Vergara Medical & Aesthetic",Tamarac,5,51
2,"Compassionate Health and Wellness Of Broward",Margate,5,50
2,"Artisan Aesthetics Plastic Surgery & Laser Center",Tampa,5,50
2,"Spartan Medical Group",Orlando,5,50
2,"Pearl Med Spa",Scottsdale,5,50
2,"Lennox Aesthetics",Boca Raton,5,50
2,"New Care Medical & Wellness Group",Miami Lakes,5,50
2,"Artisan Aesthetics Plastic Surgery & Laser Center",Tampa,67,50
2,"NakedMD Med Spa Fort Worth",Fort Worth,5,50
2,"Atlanta Medical Aesthetics",Atlanta,5,50
2,"Celine Med Spa",Newport Beach,5,50
2,"Esencia Therapy & Wellness Center",Davie,5,50
2,"The House of Wellness Med Spa",Atlanta,5,50
2,"Hollistic Massage & Wellness Clinics",Davie,5,50
3,"Cabana Medical Spa",Austin,5,49
3,"Endless Beauty & Health Aesthetics",Plano,5,49
3,"Dolce Vita Aesthetics",Miami,5,49
3,"Celestial Skincare by Angel",Jupiter,5,49
3,"Phenix Salon Suites West Palm Beach | Salon Suites Available | Salon Suites Available in West Palm Beach",Wellington,5,49
3,"Sikara Medspa",Summerlin,5,49
3,"Henderson Med Spa",Henderson,5,48
3,"Beauty Makers Med Spa",Wellington,5,48
3,"Bamford Wellness Spa",Miami Beach,4,48
3,"IZA BEAUTY",Deerfield Beach,5,48
3,"The Therapeutic Alternative",Deerfield Beach,5,48
3,"Transformations Esthetics & Wellness",Jupiter,5,48
3,"Rouge & Wright Medical Aesthetics",Phoenix,5,47
3,"Charlotte Medical Aesthetics",Charlotte,5,47
3,"Skin Ave Aesthetics",Deerfield Beach,5,47
4,"Regal Nails, Salon & Spa",Miami Gardens,3,47
3,"Excellent Health",Jupiter,5,47
3,"Renew Me Medspa of Arlington",Arlington,5,47
3,"Miguel A Medina, MD",Miami,5,47
3,"International Hair and Beauty Salon",Coconut Creek,5,46
3,"Yeny Liscano",Miami Beach,5,46
3,"Harmony Cosmetic Center",Miami Lakes,5,46
3,"re:fresh skin + injectables",White Plains,5,46
3,"Nostalgia Aesthetics",Minneapolis,5,46
3,"The Spa Clinic",Arlington,5,46
3,"Cosmetique Aesthetics",Las Vegas,5,46
3,"ELITE CARE AESTHETIC",Orlando,5,46
3,"Joli Visage Naples",Naples,5,46
3,"Kerry Med Spa",Tampa,71,45
3,"VIOcosmedical PA",Fort Lauderdale,5,45
3,"Kerry Med Spa",Tampa,4,45
3,"Apex Medical Spa",Las Vegas,4,45
3,"Bosley - Hair Restoration & Transplant - Miami",North Miami,5,45
3,"EPH - Esthetic For Men",Miami,5,45
3,"Amrit Ocean Wellness and Spa",Riviera Beach,4,45
3,"Trini Vega MD",North Miami,5,45
3,"A Center for Dermatology, Cosmetic and Laser Surgery",Jupiter,5,45
3,"InjectRX Wellness- Mizner Park",Boca Raton,5,45
3,"Health and Beauty Boutique",Buckhead,5,45
3,"The Cottage Spa",Miami Gardens,4,45
3,"The Aesthetics Lounge Pinecrest",Pinecrest,5,45
3,"MBS Beauty Studio & Spa",Naples,5,45
3,"The Sunset Aesthetics",Los Angeles,5,44
3,"Advanced Aesthetics",Dallas,5,44
3,"The Aesthetic Company",Alpharetta,5,44
3,"Abington Aesthetic & Laser Medical Center: Dr. Evan Zelinger D.O.",Philadelphia,5,44
3,"Alchemy 43 Newport Beach",Newport Beach,5,44
3,"Design Neuroscience Center PL",Miami Lakes,4,44
3,"YM Aesthetics Clinic Miami",Miami,5,44
3,"E&G Aesthetic Institute - Plastic Surgery & Med Spa Newport Beach",Newport Beach,5,44
3,"Aesthetique",Naples,5,44
3,"Alpha DNA Health Clinic",Davie,5,44
3,"Esthetic Skin Institute",Fort Lauderdale,5,44
3,"Emerald Compounding Pharmacy",Tampa,63,44
3,"Curativ",Davie,5,44
3,"Borod Spa",White Plains,5,43
3,"Luxe Aesthetic Surgery & Medical Spa -",Beverly Hills,5,43
3,"Mercedes Alizo Skin Care",Miami,5,43
3,"NkdSkin Aesthetics Lounge",Henderson,5,43
3,"Reserve Medspa",Miami Beach,5,43
3,"Distinctions Med Spa",Minneapolis,5,43
3,"Ageless Beauty Studio",Deerfield Beach,5,43
3,"Gentle Laser Hair Removal Inc.",Deerfield Beach,5,43
3,"Lesther Beauty Salon",Key Biscayne,5,42
3,"White Plains Spa",White Plains,5,42
3,"The Vitamin Bar Naples",Naples,5,42
3,"Skin Vault Aesthetics & Wellness",San Antonio,5,42
3,"READY SET GLOW!",Miami Lakes,5,42
3,"Siti Med Spa",San Diego,5,42
3,"Facial Aesthetics",Buckhead,5,42
3,"Skin Institute",North Miami,5,42
3,"Dr Mel Irvine",Estero,5,42
3,"Infinity Massage and Spa",Naples,5,42
3,"Hollywood Esthetics",Davie,5,42
3,"Laser Aesthetic Solutions",Deerfield Beach,5,42
3,"IV INTUIT",Surfside,5,42
3,"Elite Medical Aesthetics",Tempe,5,41
3,"The Aesthetic Touch by Raya",Plano,5,41
3,"Amálie Aesthetics and Wellness",Nashville,5,41
3,"Impruv-U",Boca Raton,5,41
3,"Desert Glow Aesthetics",Chandler,5,41
3,"JP Beverly Hills Skin Clinic",Beverly Hills,5,41
3,"Venus Med Spa",Wellington,4,41
3,"Sola Salon Studios",Tampa,63,41
3,"Elite Aesthetics Skin Clinic",Henderson,5,41
3,"Jardin Bleu Spa",Deerfield Beach,4,41
3,"YOU by Julia Welpel | Beauty & Aesthetics MedSpa",Coconut Creek,5,40
3,"Cuptails Beauty Bar & Wax",Deerfield Beach,5,40
3,"Seissa Belmondo Beauty & Spa",North Miami Beach,5,40
3,"Late Night Medspa, Chicago",Chicago,5,40
3,"Pure Beauty Skin Care",Newport Beach,5,40
3,"SafiraMD Medical Aesthetics & Wellness Center",Alpharetta,5,40
3,"Bella Facial Lounge",Naples,5,40
3,"Naples Non-Surgical Body Sculpting",Naples,5,40
3,"Senolytix by Dr. Osborn",Lake Worth,5,40
3,"Asōka MedSpa",Boca Raton,5,40
3,"Helios Med Spa",Coconut Creek,5,40
3,"Massage Spa On Demand",Riviera Beach,5,40
3,"Glam Beauty Lounge Spa, Nails & Hairstyle",North Miami Beach,5,40
3,"StudioMD",White Plains,4,39
3,"Skin Stories NYC",New York City,5,39
3,"Muse Med Spa",Columbus,5,39
3,"A Bless Beauty Medspa and Clinic",Buckhead,5,39
3,"Renew Medical Spa",Las Vegas,5,39
3,"Infini Spa",Arlington,5,39
3,"VESÉ Medspa",Tampa,5,39
3,"Premier Medical Massage and More",Lake Worth,5,39
3,"Deanna Carell Aesthetics + Acupuncture",Naples,5,39
3,"DIN STYLE WPB",Lake Worth,5,39
3,"Mojgan Hosseinipour, DO",Davie,5,39
3,"VESÉ Medspa",Tampa,64,39
3,"Renew Medical Spa",Summerlin,5,39
3,"WYSP Skin Studio (formerly Faces by Aida)",Cooper City,5,39
3,"At Your Service Beauty & Wellness",Parkland,5,39
3,"Beverly Hills Rejuvenation Center - West Hollywood",West Hollywood,5,39
3,"Hayati Aesthetics And Laser",Orlando,5,38
3,"Avalii Aesthetics",Jacksonville,5,38
3,"Skin Logic Esthetics",White Plains,5,38
3,"Absolute Esthetics",San Francisco,5,38
3,"ELIXR IV Therapy - South Beach / Miami Beach",Miami Beach,5,38
3,"Aesthetic Permanent Beauty",Lake Worth,5,38
3,"Bella Cosmetology Studio Inc.",Deerfield Beach,5,38
3,"Houston Medical Spa",Houston,5,38
3,"Novaskin Med Spa & Laser Center",Miami,5,38
3,"Pure Beauty Center of Fort Lauderdale, LLC",Fort Lauderdale,5,38
3,"ML Aesthetics",Jupiter,5,38
3,"Pelham Medical Consulting & Aesthetic Lounge, LLC",Orlando,5,38
3,"Style SkinCare by Cristina",Tamarac,5,38
3,"Rejuvenate Med Spa",Bethesda,5,38
3,"Miami Breast Center",Key Biscayne,4,37
3,"The Cure IV",Miami Beach,5,37
3,"Embry Aesthetics",Tempe,5,37
3,"Rejuv Health",Parkland,5,37
3,"Skin Retreat Medspa",Philadelphia,5,37
3,"Ali Beauty Studio",Lake Worth,5,37
3,"Emory Aesthetic Center",Buckhead,4,37
3,"Phoenix MedSpa",Phoenix,5,37
3,"Dynamic 3 Med Spa",Buckhead,5,37
3,"Chic Esthetique",Wellington,5,37
3,"New Image Body and Face Contouring",Wellington,5,37
4,"911 Urgent Care",Davie,3,37
3,"Dynamic 3 Med Spa",Atlanta,5,37
3,"Ricardo Mejia, MD",Jupiter,5,37
3,"Tranquility Day Spa",Margate,5,37
3,"LunaGlow MedSpa®",Newport Beach,5,36
3,"Skin Deep Med Spa",Boston,5,36
3,"Dermapure Medical Aesthetics",Wellington,5,36
3,"Pathways to Healing Acupuncture",Davie,5,36
3,"Allyson Deziel, MD",Jupiter,5,36
3,"Beverly Hills Med Spa",Beverly Hills,5,35
3,"Face II Face Aesthetics",Jacksonville,5,35
3,"Santa Monica Medical Aesthetics",Santa Monica,5,35
3,"KAO Aesthetics",Santa Monica,5,35
3,"DFW LUXE AESTHETICS",Dallas,5,35
3,"Skin Story Med Spa",Los Angeles,5,35
3,"Bare Beauty Aesthetics | Chandler Acne Specialist + Brow Design",Chandler,5,35
3,"Alessi Medical Spa",White Plains,5,35
3,"Kandace Kichler, MD",Lake Worth,5,35
3,"Spa Imana Light",Lake Worth,5,35
3,"Delucia Vitality",Davie,5,35
3,"SKIN House of Beauty",Miami Beach,5,35
3,"Pure Beauty Laser Med Spa",Miami Beach,5,35
3,"My sweet escape",Cooper City,5,34
3,"Perfect Symmetry Aesthetics by Raina Diedrick",Davie,5,34
3,"Bossy Wellness & Aesthetics",Miami Lakes,5,34
3,"Dr. Charina Yango Cadavos Integrity Medical & Aesthetics",Naples,5,34
3,"Le Bella Spa",Naples,4,34
3,"Love Beauty Miami",Miami,5,34
3,"Beautique Total Body Spa",Jupiter,5,34
3,"Kim E. Koger, MD",Jupiter,5,34
3,"The Aesthetics Collective",North Miami,5,34
3,"MiamiBrowBoss Llc",Miami Gardens,5,34
3,"InSkin Solutions",Cooper City,5,33
3,"AD Aesthetics",Cooper City,5,33
3,"Dr. Linda Holliday DMD",Lake Worth,5,33
3,"Sweet n Salty Body Works",Deerfield Beach,5,33
3,"Rejuvenation Room",Deerfield Beach,5,33
3,"Omni Medspa - Jacksonville",Jacksonville,5,33
3,"Lincoln Cruvinel Hair Studio",Margate,5,33
3,"Euphoric Healing Chiropractic - Dr. Edwin Nesi",Miami Gardens,4,32
3,"The Aesthetics Lounge and Spa Downtown Orlando",Orlando,5,32
3,"THE NOVA COSMETIC AND PRIMARY CARE",Cutler Bay,4,32
3,"VIP Aesthetics",Newport Beach,5,32
3,"Neil C Goodman MD",Jupiter,4,32
3,"MCNYC - The Medical Clinic Spa New York",New York City,5,32
3,"Prana Relax Spa",Fort Lauderdale,5,32
3,"Kaitlyn A. Benjamin, MMS, PA-C",Naples,5,32
3,"Ivy Lane Aesthetics, PLLC",Chandler,5,32
3,"DNA Wellness and Longevity Institute",Naples,5,32
3,"Wellness depot center llc",Lake Worth,5,32
3,"Skin Remedies",Santa Monica,5,32
3,"Jenya Making Faces",Miami Lakes,5,32
3,"Asian Nails II",Cutler Bay,4,32
3,"JulieAnn Aesthetic Medicine",Columbus,5,32
3,"Skin and Face Phoenix",Phoenix,5,31
3,"Rituals Aesthetics",Miami,5,31
3,"4Her Women's Medical Spa",White Plains,5,31
3,"Glowtology Aesthetics | Dr. Stefani Green",Fort Lauderdale,5,31
3,"VIO Med Spa Plano",Plano,5,31
3,"VitaFlow IV therapy Miami Beach and Mobile IV Therapy plus more",Miami Beach,5,31
3,"Elite Med Spa of Texas",Dallas,5,31
3,"Skin Glow Medspa",Fort Worth,5,31
3,"Medispa Charlotte",Charlotte,5,31
3,"Ritual MedSpa",Minneapolis,5,31
3,"Harmony Center Spa",Miami Lakes,5,31
3,"Sagewood Institute",Naples,5,31
3,"Medicis Medical Spa",Las Vegas,5,31
3,"Dermatology Center of Wellington",Wellington,4,31
3,"Fernanda Pires Beauty",Deerfield Beach,5,31
3,"Simple IV Infusion Therapy",Parkland,5,31
3,"Coolsculpting Elite Center of Miami",Miami Beach,5,31
3,"The Monica Aesthetic",Austin,5,31
3,"The Modern Aesthetic AZ",Scottsdale,5,31
3,"Luna Bella Skin Care",Jupiter,5,31
3,"Bodied by the NP Aesthetics & Wellness",Fort Lauderdale,5,30
3,"Posture Police",Coconut Creek,5,30
3,"Loren Marsura Medspa",Orlando,5,30
3,"Skin Nova Seattle",Seattle,5,30
3,"New Reflection Medspa & Wellness Center: Roberto FERNANDEZ-BLAY, MD",Cooper City,5,30
3,"MakeupOMG",Davie,5,30
3,"Skin Haven",Naples,4,30
3,"Complexions by Mia (Formally Laluz Beauty)",Coconut Creek,5,30
3,"AC Aesthetics by Albert Canas MD",Miami Beach,5,30
3,"LL Blossoms Cosmetic Clinic",Long Island City,5,30
3,"Prime Healthcare Center",Lake Worth,5,30
3,"Vive Weight Loss Center",Pinecrest,5,30
3,"Lakes Weight Loss And Esthetics",Miami Lakes,5,30
3,"Beauty ICU",Miami Lakes,5,30
3,"Esencia Therapy & Wellness Center",Tamarac,5,30
3,"Randy Burks, MD, FACS",Margate,4,30
3,"Esperanza Esthetics",Miami,5,29
3,"A'Moore Aesthetics",Minneapolis,5,29
3,"Bonita Beauty & Wellness Academy",Estero,5,29
3,"Beautification & Co.",Davie,5,29
3,"Luxury Laser Spa by Kristi",Jupiter,5,29
3,"Santana Elite Care",Davie,5,29
3,"Luxury Aesthetics Center",Boston,5,29
3,"Brows Beauty Health Spa",Lake Worth,5,28
3,"CeR Aesthetics",Summerlin,5,28
3,"Elite Skin Aesthetics",Deerfield Beach,5,28
3,"The Dragonfly Spa",Miami Lakes,5,28
3,"Beautiful Aesthetics AZ",Tempe,5,28
3,"Esthetic Lab NYC",New York City,5,28
3,"Palm Beach Laser & Aesthetic",Wellington,5,28
